X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,0,2,0,0,0,0,0,0
6,0,0,0,0,0,0,0,1
5,0,0,1,6,1,2,1,0
4,24,0,22,43,6,0,20,1
3,0,61,16,33,3,27,2,0
2,0,0,131,79,88,0,0,0
1,0,0,7,2644,2,0,0,0
