X,a,b,c,d,e,f,g,h
8,13,56,65,30,71,152,1298,312
7,16,12,41,71,139,182,322,204
6,6,9,24,52,70,80,44,33
5,2,5,3,11,15,12,10,4
4,0,1,2,1,2,0,0,2
3,1,0,1,1,0,0,2,0
2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
