X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,2669,2553,898,130,516,3747,2796,3622
6,1563,1015,1285,1457,1825,473,1969,1162
5,666,733,930,1295,1124,602,274,312
4,128,301,267,234,220,116,66,57
3,12,11,26,15,12,9,2,5
2,0,6,2,1,1,3,2,0
1,0,0,0,0,0,0,0,0
