X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,110,73,19,2,12,192,139,159
6,152,139,95,109,129,147,339,200
5,160,122,121,130,161,176,150,215
4,60,68,53,51,63,76,60,84
3,28,18,16,15,11,18,11,22
2,3,10,14,7,2,4,2,5
1,0,0,0,0,0,0,0,0
