X,a,b,c,d,e,f,g,h
8,6,8,5,4,13,2,5,4
7,13,8,12,9,14,11,2,4
6,4,6,13,14,16,9,6,10
5,9,17,18,14,26,11,12,18
4,5,16,18,26,26,21,26,22
3,5,21,26,46,31,37,22,12
2,7,12,30,45,45,26,8,4
1,8,13,16,23,17,11,5,5
