X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,1,0,3,0,0,0,0,0
6,0,1,7,1,2,0,0,0
5,0,60,2,46,143,12,57,0
4,28,1,63,407,43,21,0,45
3,75,171,3049,9,10,3370,129,36
2,3,1,36,691,404,2,1,3
1,0,1014,2,9,20,10,362,0
