X,a,b,c,d,e,f,g,h
8,1,4,9,5,6,7,4,2
7,0,1,10,12,14,9,6,1
6,2,3,14,17,17,13,7,3
5,2,5,14,14,19,16,7,6
4,0,3,8,15,15,13,6,2
3,1,4,5,6,7,3,4,1
2,2,0,4,1,4,2,1,1
1,0,0,3,1,0,2,1,0
