X,a,b,c,d,e,f,g,h
8,1,12,17,6,17,25,6,0
7,6,9,20,45,27,10,9,4
6,8,20,20,34,32,55,23,6
5,5,10,31,36,33,15,10,14
4,9,18,31,27,25,20,17,2
3,6,9,11,22,14,7,5,1
2,4,4,3,6,7,6,2,2
1,0,1,1,1,3,1,0,0
