X,a,b,c,d,e,f,g,h
8,3,4,3,5,3,3,0,3
7,3,7,2,6,10,5,2,1
6,4,5,5,8,4,13,5,1
5,4,3,3,3,6,4,4,3
4,3,3,3,9,2,5,1,1
3,3,3,3,1,7,4,5,2
2,2,5,4,6,4,2,4,1
1,4,3,4,6,5,5,0,1
