X,a,b,c,d,e,f,g,h
8,0,0,0,3,0,1,0,0
7,1,4,0,0,1,0,6,4
6,0,1,1,4,0,2,0,3
5,2,4,3,11,4,3,2,7
4,60,0,52,103,17,3,45,5
3,4,167,45,87,11,100,12,0
2,0,0,440,348,311,1,0,0
1,1,2,32,4410,22,1,0,0
