X,a,b,c,d,e,f,g,h
8,0,0,0,1,0,0,0,0
7,0,0,0,0,0,2,0,0
6,0,0,0,0,1,0,0,1
5,0,123,0,2,2,0,239,0
4,18,1,300,1,2,191,0,36
3,1,84,4,450,273,12,17,1
2,1,145,7,90,331,0,706,0
1,0,0,2165,0,0,1105,0,0
