X,a,b,c,d,e,f,g,h
8,4,1,1,2,0,0,0,1
7,5,5,9,1,8,2,2,2
6,1,16,16,27,8,8,4,3
5,21,110,64,115,210,62,129,17
4,129,14,120,252,190,80,15,96
3,52,205,1144,72,93,1129,197,35
2,14,9,65,482,340,43,11,52
1,1,93,29,40,39,53,35,1
