X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,1872,1727,561,77,313,2613,2010,2575
6,1270,886,915,997,1352,511,1720,1088
5,649,667,755,1018,910,589,328,385
4,163,302,290,244,267,153,84,81
3,14,21,29,28,19,15,6,13
2,1,3,2,2,2,3,2,1
1,0,0,0,0,0,0,0,0
