X,a,b,c,d,e,f,g,h
8,1,5,8,2,5,2,4,0
7,3,11,6,8,7,8,1,3
6,5,12,21,18,17,13,4,8
5,9,16,30,38,24,10,23,10
4,5,20,31,34,41,24,15,10
3,7,32,42,58,49,38,10,14
2,7,26,36,34,44,38,58,2
1,9,17,22,26,18,39,7,2
