X,a,b,c,d,e,f,g,h
8,3,205,23,37,113,81,65,3
7,14,19,104,1049,370,37,26,50
6,134,295,928,48,79,1568,173,49
5,156,5,224,214,201,100,13,133
4,22,112,67,59,143,42,125,10
3,0,9,9,17,10,1,1,1
2,3,3,9,1,5,4,1,0
1,2,0,0,1,0,3,0,1
