X,a,b,c,d,e,f,g,h
8,6,3,4,4,2,3,3,2
7,16,21,10,8,7,14,5,16
6,23,17,18,8,14,13,17,27
5,14,22,22,31,19,21,28,39
4,24,35,47,70,64,58,62,66
3,24,91,91,161,131,112,74,34
2,24,54,210,239,229,81,28,9
1,16,22,50,114,54,24,2,6
