X,a,b,c,d,e,f,g,h
8,11,7,8,3,7,5,3,6
7,17,15,16,11,12,6,5,18
6,19,20,15,7,16,13,16,21
5,18,13,28,26,27,22,25,28
4,25,31,43,44,47,36,49,47
3,21,57,79,94,108,95,58,25
2,20,43,136,152,171,77,27,3
1,12,17,42,72,45,19,4,4
