X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,0,1,1,0,0,0,0,0
6,0,3,0,2,1,2,1,0
5,4,5,6,4,6,3,10,2
4,2,12,18,22,35,22,11,10
3,1,14,40,68,78,82,74,38
2,9,26,40,77,120,173,299,206
1,16,57,43,24,37,114,660,212
