X,a,b,c,d,e,f,g,h
8,3,0,1,2,0,2,1,0
7,8,7,11,3,10,6,2,4
6,1,18,23,33,13,5,6,4
5,24,97,69,112,160,68,131,17
4,136,11,103,223,180,85,33,97
3,46,205,859,82,105,839,210,32
2,11,11,69,403,310,48,16,49
1,1,73,26,39,43,49,27,2
