X,a,b,c,d,e,f,g,h
8,6,12,4,21,29,54,109,29
7,6,12,35,48,66,75,154,72
6,4,14,25,53,64,92,56,37
5,3,10,12,30,36,34,37,14
4,3,7,7,9,14,18,16,9
3,6,8,5,3,3,8,5,7
2,1,4,2,1,4,1,2,1
1,1,0,1,1,0,0,0,0
