X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,0,1,3,1,1,0,0,0
6,2,2,3,4,7,4,0,2
5,3,9,8,6,15,5,13,6
4,0,15,21,31,59,31,20,16
3,4,13,43,76,96,107,85,47
2,13,18,44,82,111,138,244,171
1,15,32,25,20,30,88,392,146
