X,a,b,c,d,e,f,g,h
8,2,3,2,0,2,1,0,2
7,15,21,16,11,7,6,1,13
6,15,16,15,13,13,6,15,37
5,20,27,20,24,19,26,30,66
4,50,30,65,74,58,76,95,62
3,45,177,101,208,152,175,87,49
2,26,72,403,397,407,120,30,10
1,16,41,64,230,48,20,4,3
