X,a,b,c,d,e,f,g,h
8,8,27,31,20,39,107,490,166
7,13,17,37,54,101,167,271,159
6,6,21,27,93,96,89,76,39
5,3,13,10,23,32,31,22,12
4,1,6,5,5,10,7,7,3
3,0,4,3,2,1,3,3,0
2,0,2,1,0,2,0,0,0
1,0,0,0,1,0,0,0,0
