X,a,b,c,d,e,f,g,h
8,34,47,42,42,41,33,19,20
7,24,24,18,35,33,18,18,9
6,14,20,16,16,26,19,5,9
5,14,16,14,20,19,13,9,10
4,13,18,22,12,16,15,12,9
3,27,21,18,12,16,10,9,14
2,29,25,21,23,16,19,8,16
1,16,15,12,13,9,6,9,12
