X,a,b,c,d,e,f,g,h
8,21,68,103,961,88,18,1,0
7,14,63,765,326,457,44,6,2
6,41,283,81,131,62,125,38,29
5,153,16,56,40,43,24,35,36
4,17,30,21,16,11,21,10,42
3,6,8,11,5,9,8,1,15
2,14,15,7,4,2,3,4,5
1,2,0,0,1,0,0,1,1
