X,a,b,c,d,e,f,g,h
8,24,75,115,892,95,22,1,1
7,23,84,782,340,479,58,11,3
6,44,309,83,139,69,144,45,31
5,155,25,57,49,69,23,39,38
4,24,37,26,19,14,27,20,41
3,14,6,13,6,7,5,6,19
2,13,14,8,4,3,5,7,8
1,5,1,0,0,0,0,1,1
