X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,1354,1144,366,47,208,1851,1438,1860
6,1031,737,681,679,1012,512,1481,989
5,593,583,586,811,738,549,358,390
4,163,282,274,227,245,153,102,108
3,23,37,32,32,23,19,19,21
2,5,3,10,0,5,3,3,2
1,0,0,0,0,0,0,0,0
