X,a,b,c,d,e,f,g,h
8,7,8,5,8,6,7,5,9
7,7,8,7,13,8,4,7,7
6,1,5,3,2,7,6,3,4
5,8,3,8,7,7,3,3,1
4,8,12,7,1,9,2,7,2
3,15,8,11,6,2,3,7,8
2,14,8,8,5,1,6,8,3
1,8,5,8,4,3,8,5,3
