X,a,b,c,d,e,f,g,h
8,26,89,106,477,99,36,6,1
7,37,101,630,321,414,56,36,2
6,39,230,110,132,96,133,62,27
5,113,39,53,48,45,37,64,48
4,31,48,22,21,13,22,22,52
3,14,8,15,12,9,4,10,16
2,21,22,10,4,4,8,9,8
1,1,0,2,0,2,1,0,6
