X,a,b,c,d,e,f,g,h
8,0,0,0,1,0,0,0,0
7,0,0,0,0,0,2,1,0
6,0,0,0,0,1,1,0,1
5,0,206,0,2,3,0,419,0
4,31,4,542,1,3,321,0,66
3,3,162,8,790,501,17,21,2
2,2,244,20,150,546,0,1267,0
1,0,0,3846,0,0,1964,0,0
