X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,1,4,7,6,5,5,4,3
6,18,13,26,58,37,45,18,33
5,169,152,238,616,634,183,180,144
4,605,538,817,968,1032,731,390,407
3,937,925,849,378,650,629,1370,1173
2,2129,1976,719,30,222,2234,2193,2351
1,0,0,0,0,0,0,0,0
