X,a,b,c,d,e,f,g,h
8,0,0,4199,1,0,1844,0,1
7,17,363,1,138,1124,0,1526,12
6,36,48,23,291,147,13,73,2
5,16,1,255,3,1,289,1,31
4,0,312,0,4,3,0,268,0
3,0,0,1,0,1,1,0,1
2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
