X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,13,6,12,14,7,9,5,6
6,39,27,31,50,38,45,16,36
5,160,139,170,341,336,149,151,136
4,435,387,412,458,467,491,371,423
3,514,563,409,135,304,439,922,765
2,721,621,203,14,51,801,822,839
1,0,0,0,0,0,0,0,0
