X,a,b,c,d,e,f,g,h
8,37,20,299,42,55,172,9,14
7,21,434,37,316,366,43,668,25
6,118,68,130,183,250,169,97,91
5,13,46,88,63,68,95,58,22
4,16,44,35,72,41,20,45,15
3,11,11,20,21,13,8,6,27
2,7,14,12,6,13,9,5,4
1,0,2,1,1,2,3,1,2
