X,a,b,c,d,e,f,g,h
8,4,0,1,1,1,0,0,1
7,6,10,6,5,7,7,6,12
6,13,6,13,9,11,7,9,25
5,15,22,18,24,20,21,26,58
4,59,17,47,50,66,58,77,51
3,40,199,98,213,124,181,87,49
2,18,64,496,496,502,88,18,6
1,18,45,57,415,53,14,2,0
