X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,11,8,9,14,7,2,5,2
6,29,30,35,39,18,29,16,24
5,119,82,96,179,145,97,116,75
4,226,232,211,211,246,292,263,279
3,254,286,196,62,149,252,474,392
2,275,234,75,5,15,330,340,325
1,0,0,0,0,0,0,0,0
