X,a,b,c,d,e,f,g,h
8,6,168,22,38,113,86,58,5
7,14,20,96,933,359,47,33,50
6,126,286,801,53,88,1379,183,42
5,148,8,219,207,203,93,21,127
4,28,106,75,73,148,43,113,14
3,0,10,10,16,13,3,5,1
2,3,2,10,1,6,6,1,0
1,3,0,0,0,0,2,0,1
