X,a,b,c,d,e,f,g,h
8,5,1,10,21,12,10,1,3
7,10,12,24,27,25,8,3,4
6,4,17,19,18,15,14,8,8
5,6,6,13,16,14,11,11,14
4,5,4,17,8,14,12,7,13
3,7,13,10,9,9,9,0,5
2,3,8,7,6,3,10,3,3
1,10,7,8,10,6,1,0,6
