X,a,b,c,d,e,f,g,h
8,3,2,1,1,0,3,1,4
7,9,6,16,5,8,5,7,7
6,18,25,16,48,14,18,6,70
5,16,89,29,51,51,29,145,11
4,23,26,154,106,86,223,36,57
3,90,162,122,501,615,194,131,58
2,46,413,179,301,433,95,868,37
1,21,80,334,22,42,186,13,12
