X,a,b,c,d,e,f,g,h
8,8,2,7,8,4,6,3,7
7,2,6,4,9,7,2,2,3
6,5,3,4,4,6,5,2,3
5,5,1,7,2,7,3,5,2
4,9,10,5,4,7,2,6,2
3,13,7,13,8,5,5,8,1
2,11,6,8,2,2,9,7,3
1,8,9,5,4,3,7,4,6
