X,a,b,c,d,e,f,g,h
8,0,0,1,2,2,2,3,0
7,2,3,2,1,0,3,2,0
6,1,1,6,4,3,3,2,3
5,0,8,2,10,10,2,8,2
4,5,3,6,5,8,7,4,1
3,1,4,9,3,9,7,5,0
2,4,2,6,9,9,6,9,0
1,1,3,3,7,5,7,0,1
