X,a,b,c,d,e,f,g,h
8,5,22,21,8,46,64,13,4
7,3,14,36,107,57,31,32,13
6,21,55,72,38,74,142,55,16
5,24,22,94,77,64,45,26,27
4,23,29,47,45,45,43,32,11
3,7,18,27,28,17,11,12,7
2,6,9,8,5,8,9,5,5
1,1,1,3,1,5,1,2,1
