X,a,b,c,d,e,f,g,h
8,5,0,1,0,0,0,0,1
7,3,5,2,0,1,1,9,7
6,5,0,6,10,2,1,2,12
5,2,8,4,13,6,2,4,27
4,92,12,36,64,40,26,37,26
3,20,230,51,236,64,169,33,12
2,4,19,691,652,586,31,1,1
1,6,11,68,1912,64,2,0,0
