X,a,b,c,d,e,f,g,h
8,4166,292,431,385,651,2800,44,1466
7,23,2,4,10,2,10,4,3
6,5,2,4,3,2,10,2,3
5,4,0,2,2,5,3,0,2
4,1,3,4,2,2,0,0,0
3,0,0,1,1,1,0,0,0
2,1,1,2,0,0,0,0,0
1,0,0,0,0,0,0,0,0
