X,a,b,c,d,e,f,g,h
8,2,1,3,4,4,1,1,1
7,9,14,8,7,14,14,8,3
6,25,29,19,33,24,25,13,44
5,22,45,38,55,38,26,51,17
4,15,27,80,80,72,97,25,35
3,53,75,97,193,239,125,82,58
2,32,205,111,148,175,81,395,20
1,17,67,127,33,35,132,12,10
