X,a,b,c,d,e,f,g,h
8,6,137,26,46,120,85,54,5
7,15,21,100,834,336,51,36,54
6,114,263,718,56,103,1185,182,36
5,130,8,229,212,213,95,16,126
4,28,97,91,72,150,46,113,14
3,0,16,12,22,14,4,5,2
2,3,5,8,3,5,3,2,0
1,2,0,1,1,1,2,0,1
