X,a,b,c,d,e,f,g,h
8,1,3,5,10,9,2,2,0
7,3,7,6,10,3,5,7,3
6,13,18,19,22,18,17,8,8
5,14,29,31,35,27,15,20,6
4,8,20,33,41,43,34,13,11
3,10,41,52,70,75,57,20,20
2,8,43,52,41,36,45,83,7
1,6,23,36,26,17,66,2,2
