X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,4895,4978,2785,2024,2364,5049,4067,5232
6,366,200,787,1026,1756,26,1222,59
5,22,66,984,1524,730,212,5,13
4,1,2,109,95,34,22,3,0
3,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
