X,a,b,c,d,e,f,g,h
8,1,0,0,0,0,0,0,0
7,1,1,3,0,0,0,3,4
6,2,0,1,3,2,1,0,3
5,0,7,2,6,2,1,4,19
4,41,1,16,46,22,5,17,7
3,6,116,29,102,17,87,12,2
2,0,4,335,303,278,10,1,0
1,1,2,33,1524,23,1,1,0
