X,a,b,c,d,e,f,g,h
8,27,81,96,377,92,36,5,1
7,42,102,570,306,373,61,37,3
6,42,205,103,134,99,145,53,26
5,107,47,52,46,51,36,71,51
4,31,50,22,18,21,26,24,62
3,17,7,17,12,9,6,9,19
2,27,21,9,5,6,11,9,7
1,3,1,1,0,1,0,0,7
