X,a,b,c,d,e,f,g,h
8,16,39,53,120,63,41,5,2
7,48,61,196,166,187,64,42,6
6,23,106,92,89,69,99,56,28
5,40,30,49,43,45,39,47,35
4,19,34,25,24,23,36,25,33
3,16,16,13,10,16,11,10,14
2,29,17,10,8,10,8,4,10
1,10,4,9,6,1,2,1,4
