X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0
6,0,0,7,0,0,1,0,0
5,0,46,0,24,110,7,45,0
4,18,0,26,398,35,17,0,34
3,55,131,2774,4,1,3241,107,27
2,3,0,21,557,346,2,0,1
1,0,1247,0,3,9,7,488,0
