X,a,b,c,d,e,f,g,h
8,1,1,0,4,2,2,1,1
7,1,1,1,2,1,1,2,0
6,2,2,6,4,3,0,4,0
5,1,6,4,4,3,2,2,1
4,2,1,1,2,8,3,7,3
3,3,4,0,3,5,4,4,0
2,4,1,3,4,4,5,7,1
1,1,2,1,4,2,1,0,1
