X,a,b,c,d,e,f,g,h
8,2,56,236,25,601,86,3460,230
7,0,3,20,31,65,47,126,78
6,0,1,1,2,3,2,1,0
5,0,0,1,0,0,0,0,0
4,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
