X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,3426,3439,1358,286,858,4511,3336,4249
6,1328,746,1389,1799,2126,205,1681,771
5,363,563,988,1443,1052,371,118,138
4,25,131,152,136,102,31,27,16
3,0,0,13,3,1,3,1,0
2,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0
