X,a,b,c,d,e,f,g,h
8,14,9,16,8,6,8,5,8
7,35,21,30,19,10,8,9,16
6,16,13,17,17,9,12,6,14
5,14,14,9,12,12,5,7,6
4,8,12,12,16,17,9,5,8
3,19,15,22,21,19,26,14,7
2,15,18,24,31,24,16,9,8
1,15,26,21,19,30,29,19,20
