X,a,b,c,d,e,f,g,h
8,1,0,1,1,4,2,2,0
7,0,1,4,3,1,3,2,0
6,2,2,7,6,4,7,5,2
5,1,8,7,5,3,1,5,2
4,6,3,4,5,9,2,3,2
3,1,5,2,10,11,6,5,2
2,4,1,5,4,6,3,11,0
1,1,2,1,4,4,3,1,0
