X,a,b,c,d,e,f,g,h
8,13,14,32,52,28,34,5,2
7,12,50,53,60,85,36,28,7
6,14,32,45,47,32,48,27,22
5,18,21,29,25,35,36,33,16
4,18,14,16,22,23,15,11,20
3,17,11,10,18,17,9,12,11
2,10,23,13,15,10,7,3,5
1,7,9,15,10,5,6,4,3
