X,a,b,c,d,e,f,g,h
8,2,0,1,0,1,0,0,3
7,4,7,4,2,5,6,7,8
6,13,6,16,8,9,11,11,24
5,18,20,21,24,18,20,25,57
4,75,27,48,53,59,51,81,56
3,42,234,93,249,115,200,80,42
2,15,51,597,584,598,100,20,6
1,17,47,75,571,60,12,2,0
