X,a,b,c,d,e,f,g,h
8,23,26,14,15,8,7,7,9
7,42,46,25,29,21,11,15,20
6,23,36,19,21,13,12,11,6
5,25,21,20,14,20,11,12,14
4,24,20,23,19,29,11,13,7
3,18,19,25,37,47,28,14,12
2,14,35,44,62,70,37,19,18
1,39,48,67,81,72,66,26,38
