X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0
5,0,325,0,0,7,0,107,0
4,0,0,222,0,0,108,0,5
3,0,0,0,23,2,0,0,0
2,0,63,0,2,5,0,385,0
1,0,0,5484,0,0,4829,0,0
