X,a,b,c,d,e,f,g,h
8,11,7,9,12,4,6,3,3
7,14,23,13,7,9,15,6,5
6,16,19,20,17,14,13,9,22
5,22,13,22,20,37,18,19,23
4,17,25,33,42,40,34,35,39
3,21,52,60,85,79,80,46,25
2,12,34,102,121,125,59,25,3
1,9,17,36,55,36,22,1,4
