X,a,b,c,d,e,f,g,h
8,25,53,67,159,63,46,7,6
7,45,82,273,201,248,73,43,6
6,25,129,103,109,68,117,65,31
5,56,39,64,40,45,42,46,37
4,26,29,25,32,26,27,22,35
3,16,16,14,12,17,13,7,15
2,33,18,10,14,7,8,5,9
1,6,2,5,3,1,3,1,5
