X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,1,1,2,0,0,0,0,0
6,0,3,0,2,1,3,1,0
5,4,5,6,4,6,3,12,2
4,2,13,20,26,37,28,11,10
3,1,15,44,72,90,95,80,43
2,10,30,45,83,128,184,321,222
1,17,61,45,24,38,120,729,238
